Hanse Yachts 495;https://www.boats24.com/sailboat/sailing-yacht/hanse-yachts/457016/495-mit-volvo-penta-motor.html;169000;Yacht; Croatia;WellMaintained
Hanse Yachts Hanse 495;https://www.boats24.com/sailboat/classic-boat/hanse-yachts/414318/hanse-495-mit-volvo-penta-motor.html;149000;Boat; Croatia;WellMaintained
Beneteau Platu 25;https://www.boats24.com/sailboat/keelboat/beneteau/491957/platu-25.html;15000;Keelboat; Germany;WellMaintained
Fricke & Dannhus (DE) HD 24;https://www.boats24.com/sailboat/sailing-yacht/fricke-dannhus/489524/hd-24-mit-bmw-d7-hatz-diesel-motor.html;20000;Yacht; Germany;WellMaintained
Hallberg-Rassy 42  Nr.73;https://www.boats24.com/sailboat/sailing-yacht/hallberg-rassy/439165/42-nr-73-mit-volvo-penta-md22p-motor.html;Price On Request;Yacht; Spain;WellMaintained
Dawartz (DE) Motorsegler;https://www.boats24.com/sailboat/motor-sailer/dawartz/458117/motorsegler-mit-mercedes-motor.html;129000;Sailer; Netherlands;LikeNew
Jeanneau Sun Odyssee 32i;https://www.boats24.com/sailboat/sailing-yacht/jeanneau/491604/sun-odyssee-32i-mit-yanmar-motor.html;61875;Yacht; Germany;WellMaintained
Eigenbau Klingenberg design Slup 40;https://www.boats24.com/sailboat/sailing-yacht/eigenbau/474400/klingenberg-design-slup-40-mit-mercedes-benz-om-636-motor.html;59900;Yacht; Germany;WellMaintained
CNSO Kyudo;https://www.boats24.com/sailboat/sailing-yacht/cnso/489206/kyudo-mit-ventus-motor.html;13500;Yacht; Germany;WellMaintained
Beneteau Oceanis Clipper 281;https://www.boats24.com/sailboat/sailing-yacht/beneteau/430895/oceanis-clipper-281-mit-volvo-penta-md-2020-d-motor.html;34000;Yacht; Germany;WellMaintained
Ridgeway Prospect900;https://www.boats24.com/sailboat/sailing-yacht/ridgeway/485030/prospect900-mit-yanmar-motor.html;15000;Yacht; Netherlands;WellMaintained
Hugo Myers Sunbird 393;https://www.boats24.com/sailboat/catamaran/hugo-myers/430623/sunbird-393-mit-yamaha-motor.html;39500;Catamaran; Germany;RepairsNeeded
Malö Yachts (SE) Malö 40HT;https://www.boats24.com/sailboat/sailing-yacht/maloe-yachts/490975/maloe-40ht-mit-volvo-2003t-motor.html;38000;Yacht; Germany;WellMaintained
Vermeulens Yachtwerft (NL) Super Scheldeschouw;https://www.boats24.com/sailboat/sailing-yacht/vermeulens-yachtwerft/466725/super-scheldeschouw-mit-volvo-penta-motor.html;27000;Yacht; Croatia;WellMaintained
unbekannt Pexino 3;https://www.boats24.com/sailboat/motor-sailer/unbekannt/485195/pexino-3-mit-daf-motor.html;55000;Sailer; Croatia;WellMaintained
Burmester (DE) Achat;https://www.boats24.com/sailboat/sailing-yacht/burmester/437384/achat-mit-yamaha-motor.html;14444;Yacht; Germany;LikeNew
Liman Pleasure Yacht;https://www.boats24.com/sailboat/motor-sailer/liman/484380/pleasure-yacht-mit-caterpillar-motor.html;980000;Sailer; Spain;WellMaintained
Eigenbau Reinke S 11;https://www.boats24.com/sailboat/sailing-yacht/eigenbau/485066/reinke-s-11-mit-perkins-4108-motor.html;69000;Yacht; Spain;WellMaintained
Odin (PO) Odin light;https://www.boats24.com/sailboat/sailing-yacht/odin/463639/odin-light-mit-torqeedo-20-rs-motor.html;44900;Yacht; Germany;WellMaintained
Aphrodite (SE) 37;https://www.boats24.com/sailboat/sailing-yacht/aphrodite/483027/37-mit-volvo-penta-2003-t-motor.html;79500;Yacht; Germany;WellMaintained
Hanse Yachts 370;https://www.boats24.com/sailboat/sailing-yacht/hanse-yachts/491137/370-mit-yanmar-motor.html;69000;Yacht; Croatia;WellMaintained
Hanse Yachts 630e;https://www.boats24.com/sailboat/sailing-yacht/hanse-yachts/477331/630e-mit-yanmar-motor.html;400000;Yacht; Italy;WellMaintained
Dufour 512 Grand Large;https://www.boats24.com/sailboat/sailing-yacht/dufour/449416/512-grand-large-mit-yanmar-motor.html;240000;Yacht; Croatia;LikeNew
Laurent Giles Double Ender 33ft;https://www.boats24.com/sailboat/classic-boat/laurent-giles/485102/double-ender-33ft-mit-nanni-3-21-motor.html;15000;Boat; Italy;WellMaintained
TES Yacht (PL) Tes 28 Magnam;https://www.boats24.com/sailboat/keelboat/tes-yacht/484060/tes-28-magnam-mit-beta-marine-motor.html;53000;Keelboat; Poland;LikeNew
Beneteau Oceanis 343;https://www.boats24.com/sailboat/sailing-yacht/beneteau/490966/oceanis-343-mit-yanmar-motor.html;54000;Yacht; Greece;WellMaintained
Northshore Yachts (GB) Southerly 105;https://www.boats24.com/sailboat/sailing-yacht/northshore-yachts/477841/southerly-105-mit-bukh-motor.html;52000;Yacht; Germany;WellMaintained
Asmus (DE) Hanseat Kommendore;https://www.boats24.com/sailboat/sailing-yacht/asmus/457513/hanseat-kommendore-mit-yanmar-motor.html;65000;Yacht; Greece;WellMaintained
Holländischer Werftbau Ocean 22;https://www.boats24.com/sailboat/sailing-yacht/hollaendischer-werftbau/437485/ocean-22-mit-honda-motor.html;7000;Yacht; Austria;WellMaintained
Gibert Marine GIB SEA 114;https://www.boats24.com/sailboat/sailing-yacht/gibert-marine/490832/gib-sea-114-mit-perkins-motor.html;38000;Yacht; Croatia;WellMaintained
Contest Yachts Contest 33;https://www.boats24.com/sailboat/sailing-yacht/contest-yachts/490804/contest-33-mit-volvo-md11c-motor.html;18000;Yacht; Netherlands;WellMaintained
Henry Wauquiez (FR) centurion 32;https://www.boats24.com/sailboat/classic-boat/henry-wauquiez/490815/centurion-32-mit-yanmar-3y-m30-motor.html;35000;Boat; Italy;WellMaintained
Great Dane GREAT DANE 28;https://www.boats24.com/sailboat/classic-boat/great-dane/490740/great-dane-28-mit-betamarine-motor.html;17500;Boat; Germany;WellMaintained
Naboats (FI) Inferno 29 mit neuem Strassentrai;https://www.boats24.com/sailboat/sailing-yacht/naboats/476729/inferno-29-mit-neuem-strassentrailer-mit-yanmar-1gm10-motor.html;34900;Yacht; Germany;WellMaintained
Eigenbau Hochseekatamaran;https://www.boats24.com/sailboat/catamaran/eigenbau/484519/hochseekatamaran-mit-perkins-m30-motor.html;125000;Catamaran; Greece;WellMaintained
Kelt (FR) Kelt 760;https://www.boats24.com/sailboat/classic-boat/kelt/478008/kelt-760-mit-volvo-penta-motor.html;8800;Boat; Germany;WellMaintained
Vindö (SE) Vindö 50 mix;https://www.boats24.com/sailboat/sailing-yacht/vindoe/446121/vindoe-50-mix-mit-sole-mitsubishi-motor.html;45000;Yacht; Germany;WellMaintained
Deutscher Werftbau (DE) Reinke Super Secura;https://www.boats24.com/sailboat/sailing-yacht/deutscher-werftbau/483633/reinke-super-secura-mit-volvo-penta-md-17c-motor.html;39000;Yacht; Germany;WellMaintained
Yachtwerft Gebr. de Kloet (NL) Fellowship 33;https://www.boats24.com/sailboat/sailing-yacht/yachtwerft-gebr-de-kloet/484146/fellowship-33-mit-vetus-motor.html;49900;Yacht; Germany;WellMaintained
Dufour 335 Grand Large - Motor neu;https://www.boats24.com/sailboat/sailing-yacht/dufour/490279/335-grand-large-motor-neu-mit-volvo-motor.html;89500;Yacht; Italy;WellMaintained
Jeanneau Sun Odyssey 50 DS;https://www.boats24.com/sailboat/sailing-yacht/jeanneau/490630/sun-odyssey-50-ds-mit-yanmar-motor.html;187000;Yacht; Croatia;WellMaintained
Bavaria Cruiser 46;https://www.boats24.com/sailboat/sailing-yacht/bavaria/490564/cruiser-46-mit-volvo-penta-motor.html;190000;Yacht; The Caribbean;LikeNew
unbekannt Bianca 27;https://www.boats24.com/sailboat/cabin-boat/unbekannt/419488/bianca-27-mit-volvo-penta-motor.html;7250;Boat; Germany;RepairsNeeded
Mön (DK) Mön 27;https://www.boats24.com/sailboat/motor-sailer/moen/490535/moen-27-mit-bukh-diesel-motor.html;29000;Sailer; Germany;WellMaintained
Tayana (TW) Tayana 55;https://www.boats24.com/sailboat/sailing-yacht/tayana/475802/tayana-55-mit-yanmar-4lh-motor.html;290000;Yacht; Italy;LikeNew
unbekannt Skärgårdskryssare – 44 fot;https://www.boats24.com/sailboat/classic-boat/unbekannt/490408/skaergardskryssare-44-fot-mit-volvo-motor.html;Price On Request;Boat; Italy;LikeNew
unbekannt Zeeuwse Boeieraak;https://www.boats24.com/sailboat/flatboat/unbekannt/477072/zeeuwse-boeieraak-mit-vetos-motor.html;17000;Flatboat; Germany;WellMaintained
LM Boats (DK) Mermaid 81;https://www.boats24.com/sailboat/sailing-yacht/lm-boats/445714/mermaid-81-mit-bukh-dv20-motor.html;18500;Yacht; Germany;WellMaintained
LATHAM & SONS, UK One-Off Classic;https://www.boats24.com/sailboat/classic-boat/latham-sons-uk/482967/one-off-classic-mit-volvo-penta-motor.html;18000;Boat; Belgium;RepairsNeeded
Beneteau Oceanis 45;https://www.boats24.com/sailboat/sailing-yacht/beneteau/453931/oceanis-45-mit-yanmar-motor.html;185000;Yacht; Spain;WellMaintained
Bavaria 37 Cruiser;https://www.boats24.com/sailboat/sailing-yacht/bavaria/454610/37-cruiser-mit-volvo-penta-d2-40-motor.html;54000;Yacht; Greece;WellMaintained
Rebell Werft (DE) Seaskip II;https://www.boats24.com/sailboat/cabin-boat/rebell-werft/465093/seaskip-ii-mit-yamaha-motor.html;2400;Boat; Germany;WellMaintained
Beneteau First Class 8;https://www.boats24.com/sailboat/keelboat/beneteau/483280/first-class-8-mit-mercury-4t-motor.html;15000;Keelboat; Italy;WellMaintained
Maxi Yachts (SE) Maxi 84;https://www.boats24.com/sailboat/sailing-yacht/maxi-yachts/454638/maxi-84-mit-volvo-penta-motor.html;17000;Yacht; Germany;WellMaintained
Bavaria 31 Cruiser;https://www.boats24.com/sailboat/sailing-yacht/bavaria/436118/31-cruiser-mit-volvo-penta-motor.html;58500;Yacht; Germany;WellMaintained
Papst Werft Berlin Schärenkreuzer 40 R9 - Le;https://www.boats24.com/sailboat/classic-boat/papst-werft-berlin/471273/schaerenkreuzer-40-r9-le-caid-mit-mercury-motor.html;65000;Boat; Switzerland;LikeNew
Beneteau Oceanis 36cc;https://www.boats24.com/sailboat/sailing-yacht/beneteau/489704/oceanis-36cc-mit-volvo-md-2040-motor.html;59500;Yacht; Spain;WellMaintained
Corsair (USA) 28 R;https://www.boats24.com/sailboat/trimaran/corsair/489703/28-r.html;68000;Trimaran; Germany;WellMaintained
Schöchl Sunbeam 44;https://www.boats24.com/sailboat/sailing-yacht/schoechl/489523/sunbeam-44-mit-yanmar-motor.html;137000;Yacht; Croatia;WellMaintained
Beck & Söhne (DE) Seekreuzer;https://www.boats24.com/sailboat/cruiser/beck-soehne/408150/seekreuzer-mit-lambardien-motor.html;35000;Cruiser; Germany;WellMaintained
Hallberg-Rassy HR40;https://www.boats24.com/sailboat/sailing-yacht/hallberg-rassy/489341/hr40-mit-yanmar-motor.html;268000;Yacht; Canary Islands;WellMaintained
CNSO Mikado 53;https://www.boats24.com/sailboat/sailing-yacht/cnso/489248/mikado-53.html;90000;Yacht; Croatia;WellMaintained
Fountaine Pajot Salina 48;https://www.boats24.com/sailboat/catamaran/fountaine-pajot/418051/salina-48-mit-volvo-penta-motor.html;320000;Catamaran; Italy;WellMaintained
Luft (DE) Moana38;https://www.boats24.com/sailboat/sailing-yacht/luft/470851/moana38-mit-mercedes-motor.html;89000;Yacht; Croatia;LikeNew
Werftbau (DE) Delta 36;https://www.boats24.com/sailboat/sailing-yacht/werftbau/482469/delta-36-mit-volvo-md2b-25-ps-mit-zweikreiskuehlung-martec-motor.html;33500;Yacht; The Caribbean;WellMaintained
Faurby (DK) Faurby 36 Deluxe;https://www.boats24.com/sailboat/sailing-yacht/faurby/482464/faurby-36-deluxe-mit-yanmar-3gm-30-motor.html;85000;Yacht; Austria;WellMaintained
Sas-vektor 39;https://www.boats24.com/sailboat/sailing-yacht/sas-vektor/489232/39-mit-yanmar-motor.html;40000;Yacht; Croatia;WellMaintained
Beneteau First 45 LNP:>450.000Euro;https://www.boats24.com/sailboat/sailing-yacht/beneteau/453744/first-45-lnp450-000euro-mit-yanmar-motor.html;176000;Yacht; Croatia;WellMaintained
LM Boats (DK) LM 28;https://www.boats24.com/sailboat/motor-sailer/lm-boats/435263/lm-28-mit-volvo-penta-motor.html;26500;Sailer; Germany;WellMaintained
Norlin SK30 Schärenkreuzer u. Harbeck Trailer;https://www.boats24.com/sailboat/classic-boat/norlin/488932/sk30-schaerenkreuzer-u-harbeck-trailer-mit-yamaha-motor.html;31500;Boat; Germany;WellMaintained
Jeanneau Attalia;https://www.boats24.com/sailboat/sailing-yacht/jeanneau/470456/attalia-mit-yanmar-motor.html;21500;Yacht; Switzerland;WellMaintained
Henze (DE) simpson 1201;https://www.boats24.com/sailboat/catamaran/henze/484897/simpson-1201-mit-ford-motor.html;110000;Catamaran; Italy;WellMaintained
de Domp (NL) DK 770;https://www.boats24.com/sailboat/sailing-yacht/de-domp/473922/dk-770-mit-yanmar-motor.html;4500;Yacht; Netherlands;WellMaintained
Schöchl Sunbeam 23 KS;https://www.boats24.com/sailboat/cabin-boat/schoechl/491304/sunbeam-23-ks-mit-e-motor-motor.html;15000;Boat; Germany;WellMaintained
Bootsbau Röhl (D) Greyhound 20;https://www.boats24.com/sailboat/cabin-boat/bootsbau-roehl/494858/greyhound-20-mit-aussenborder-motor.html;5000;Boat; Germany;WellMaintained
Atlas (DE) 25;https://www.boats24.com/sailboat/sailing-yacht/atlas/484183/25-mit-honda-motor.html;2500;Yacht; Germany;WellMaintained
unbekannt Lotus;https://www.boats24.com/sailboat/keelboat/unbekannt/494834/lotus-mit-petters-motor.html;20000;Keelboat; Germany;WellMaintained
BWC (DE) Flying Cruiser B;https://www.boats24.com/sailboat/cabin-boat/bwc/481348/flying-cruiser-b-mit-ocean-craft-motor.html;3500;Boat; Germany;WellMaintained
Cantiere del Pardo gran soleil 343;https://www.boats24.com/sailboat/sailing-yacht/cantiere-del-pardo/476247/gran-soleil-343.html;38000;Yacht; Italy;WellMaintained
Laurent Giles Keyhaven Yawl;https://www.boats24.com/sailboat/classic-boat/laurent-giles/480553/keyhaven-yawl-mit-volvo-penta-motor.html;49500;Boat; Netherlands;WellMaintained
Vindö Marin AB (SWE) vindo 30;https://www.boats24.com/sailboat/keelboat/vindoe-marin-ab/481820/vindo-30-mit-volvo-penta-motor.html;25000;Keelboat; Italy;LikeNew
C&C Yachts (USA) 30E;https://www.boats24.com/sailboat/sailing-yacht/cc-yachts/484662/30e-mit-volvo-penta-motor.html;14990;Yacht; Germany;WellMaintained
Slotta 30;https://www.boats24.com/sailboat/sailing-yacht/slotta/494568/30-mit-volvo-penta-motor.html;Price On Request;Yacht; Germany;WellMaintained
Hanse Yachts Hanse 315;https://www.boats24.com/sailboat/sailing-yacht/hanse-yachts/491220/hanse-315-mit-yanmar-motor.html;124500;Yacht; Germany;LikeNew
Lagoon 440;https://www.boats24.com/sailboat/catamaran/lagoon/490319/440-mit-volvo-motor.html;300585;Catamaran; The Caribbean;WellMaintained
Fountaine Pajot HELIA 44 Maestro;https://www.boats24.com/sailboat/catamaran/fountaine-pajot/492495/helia-44-maestro-mit-volvo-d2-55-motor.html;435000;Catamaran; Italy;LikeNew
Performance Catamarans (USA) Gemini 105 M;https://www.boats24.com/sailboat/catamaran/performance-catamarans/489706/gemini-105-m-mit-westerbeke-perkins-motor.html;69000;Catamaran; Canary Islands;WellMaintained
BANJER Banjer 37;https://www.boats24.com/sailboat/motor-sailer/banjer/459063/banjer-37-mit-perking-motor.html;39000;Sailer; Belgium;WellMaintained
unbekannt Magnan Proto 6.50;https://www.boats24.com/sailboat/other/unbekannt/483059/magnan-proto-6-50.html;9000;Other; Germany;RepairsNeeded
Faurby (DK) 393;https://www.boats24.com/sailboat/sailing-yacht/faurby/387697/393-mit-yanmar-motor.html;90000;Yacht; Austria;WellMaintained
Sunbeam Yachts Sunbeam 37;https://www.boats24.com/sailboat/sailing-yacht/sunbeam-yachts/492237/sunbeam-37-mit-yanmar-motor.html;140000;Yacht; Germany;LikeNew
unbekannt heavenly twinn;https://www.boats24.com/sailboat/catamaran/unbekannt/493716/heavenly-twinn-mit-honda-motor.html;14700;Catamaran; France;WellMaintained
unbekannt Alter B-29 Bumerang 860;https://www.boats24.com/sailboat/keelboat/unbekannt/480786/alter-b-29-bumerang-860-mit-beta-marine-motor.html;4000;Keelboat; Netherlands;RepairsNeeded
Bernd Anderson Beason 31;https://www.boats24.com/sailboat/sailing-yacht/bernd-anderson/488657/beason-31-mit-volvo-penta-motor.html;27500;Yacht; Germany;WellMaintained
