Flying Fox CRUISER;https://www.boats24.com/sailboat/sailing-yacht/flying-fox/379270/cruiser.html;3022;-1; Germany;WellMaintained
Vilm 1250;https://www.boats24.com/sailboat/motor-sailer/vilm/489336/1250.html;103621;-1; Germany;WellMaintained
unbekannt Kajuitzeilboot;https://www.boats24.com/sailboat/sailing-yacht/unbekannt/491921/kajuitzeilboot.html;22;-1; Netherlands;WellMaintained
unbekannt Boot und Yacht Sektor - Boat and Yac;https://www.boats24.com/sailboat/other/unbekannt/458092/boot-und-yacht-sektor-boat-and-yacht-industry-sector-de-yates.html;Price On Request;-1; Spain;WellMaintained
unbekannt Kajuitzeilboot;https://www.boats24.com/sailboat/sailing-yacht/unbekannt/491918/kajuitzeilboot.html;22;-1; Netherlands;WellMaintained
unbekannt Zeilboot;https://www.boats24.com/sailboat/sailing-yacht/unbekannt/491926/zeilboot.html;22;-1; Netherlands;WellMaintained
unbekannt Zeilboot;https://www.boats24.com/sailboat/sailing-yacht/unbekannt/491908/zeilboot.html;22;-1; Netherlands;WellMaintained
unbekannt Zeilboot;https://www.boats24.com/sailboat/sailing-yacht/unbekannt/491903/zeilboot.html;22;-1; Netherlands;WellMaintained
unbekannt Vlet;https://www.boats24.com/sailboat/sailing-yacht/unbekannt/491906/vlet.html;22;-1; Netherlands;WellMaintained
unbekannt Kajuitzeilboot;https://www.boats24.com/sailboat/sailing-yacht/unbekannt/491747/kajuitzeilboot.html;22;-1; Netherlands;WellMaintained
Lehfeld Leichtbau 6 KR- Kreuzer;https://www.boats24.com/sailboat/sailing-yacht/lehfeld-leichtbau/407761/6-kr-kreuzer-mit-bmw-hatz-motor.html;21588;-1; Germany;WellMaintained
Wefers RW 9,9;https://www.boats24.com/sailboat/classic-boat/wefers/485904/rw-99.html;36267;-1; Germany;WellMaintained
Vindö (SE) VINDO 65;https://www.boats24.com/sailboat/other/vindoe/362275/vindo-65.html;Price On Request;-1; ;WellMaintained
Klipper 2 Master;https://www.boats24.com/sailboat/sailing-yacht/klipper/491300/2-master.html;249554;1892; Netherlands;WellMaintained
Tjalk Groninger, Nieuw Opgebouwd;https://www.boats24.com/sailboat/sailing-yacht/tjalk/491296/groninger-nieuw-opgebouwd.html;259053;1893; Netherlands;WellMaintained
