Romslig og pen 3 kabiners Beneteau Oceanis 43  2 Bad med dusj og vegg.;https://www.finn.no/boat/forsale/ad.html?finnkode=213432950;1150000;2007;43
X-402 selges;https://www.finn.no/boat/forsale/ad.html?finnkode=213986231;495000;1988;40
Gladiator Wauequiez 33 med båtplass sommer 2021;https://www.finn.no/boat/forsale/ad.html?finnkode=213100538;210000;1979;33
Beneteau First class 10.  Lettseilt og rask cruiser/racer.;https://www.finn.no/boat/forsale/ad.html?finnkode=213921804;130000;1984;34
2 stk Optimistjoller selges samlet for 15000 kr;https://www.finn.no/boat/forsale/ad.html?finnkode=213970458;15000;2000;8
Skipjack 22, tegnet av Eivind Amble;https://www.finn.no/boat/forsale/ad.html?finnkode=128877678;8000;1979;22
SmartBoat One - 24/7 overvåkning til din båt;https://sensarmarine.com/?utm_medium=native&utm_source=finn.no&utm_campaign=finn.no%20%7C%20sov%20%7C%20baat%20sider&utm_content=bilde%203;15000;1976;25
Maxi 77 selges billig med motor fra 2020;https://www.finn.no/boat/forsale/ad.html?finnkode=213960260;8000;1970;19
Vurderer solgt - Perfekt seilbåt å lære å seile med;https://www.finn.no/boat/forsale/ad.html?finnkode=213958515;160000;1980;26
TRIO 80 med nyere motor, vurderes solgt!;https://www.finn.no/boat/forsale/ad.html?finnkode=72966140;14000;1980;12
Lærling til salgs.;https://www.finn.no/boat/forsale/ad.html?finnkode=213938937;390000;1987;38
Bavaria 38 fin årgang til salgs;https://www.finn.no/boat/forsale/ad.html?finnkode=213931762;125000;1975;31
Viksund Goldfish selges;https://www.finn.no/boat/forsale/ad.html?finnkode=203269668;110000;1981;29
"Motorseileren ""Dirlanda"" selges";https://www.finn.no/boat/forsale/ad.html?finnkode=213932154;4200000;2019;49
Elan Impression 50 - Tar innbytte;https://www.finn.no/boat/forsale/ad.html?finnkode=213939542;12345;1986;31
Restaureringsobjekt;https://www.finn.no/boat/forsale/ad.html?finnkode=213900242;9000;1990;25
Seilbåt med potensiale, Nyere seil, båtplass;https://www.finn.no/boat/forsale/ad.html?finnkode=120845898;200000;1984;35
Maxi Mixer;https://www.finn.no/boat/forsale/ad.html?finnkode=178927880;150000;1976;33
Restaureringsobjekt NC33;https://www.finn.no/boat/forsale/ad.html?finnkode=213799476;500000;2001;39
Klassisk mahogny seiler ny 2002;https://www.finn.no/boat/forsale/ad.html?finnkode=212328694;930000;2013;33
Bavaria Cruiser 33. Autopilot, radar, baugpropell,28HK. Vises i ASKER 10. apr.;https://www.finn.no/boat/forsale/ad.html?finnkode=191499232;50000;1978;27
Motorseiler rimelig til salgs.;https://www.finn.no/boat/forsale/ad.html?finnkode=213831103;170000;1983;32
Alo 96 1983 modell;https://www.finn.no/boat/forsale/ad.html?finnkode=213841262;375000;1989;35
Godt utstyrt familieseiler;https://www.finn.no/boat/forsale/ad.html?finnkode=213822598;120000;1981;30
Comfort 30;https://www.finn.no/boat/forsale/ad.html?finnkode=213680623;35000;1980;25
Maxi 77 selges;https://www.finn.no/boat/forsale/ad.html?finnkode=213760977;1550000;1982;44
