Snart sommer og seiling igjen?;https://www.finn.no/boat/forsale/ad.html?finnkode=212250912;105000;2003;22
Meget pen BB11 selges;https://www.finn.no/boat/forsale/ad.html?finnkode=212841367;65000;1961;20
Vellholdt og vakker lys grå Hanse 411 fra 2005. Siste utgave. (Platting akter);https://www.finn.no/boat/forsale/ad.html?finnkode=212820860;1090000;2005;41
Meget pen og velholdt Jeanneau Sun Odyssev 39i (seilklar);https://www.finn.no/boat/forsale/ad.html?finnkode=212840084;1300000;2010;39
Seilbåt hybrid;https://www.finn.no/boat/forsale/ad.html?finnkode=185302140;395000;2018;16
Klassisk fin treseilbåt selges;https://www.finn.no/boat/forsale/ad.html?finnkode=211123562;25000;1965;26
Beneteau First 22 til salgs;https://www.finn.no/boat/forsale/ad.html?finnkode=212821013;15000;1981;22
Banner 28 - rask seilbåt med stor cockpit;https://www.finn.no/boat/forsale/ad.html?finnkode=212667270;45000;1983;28
Velutstyrt Maxi68;https://www.finn.no/boat/forsale/ad.html?finnkode=212791885;30000;1979;22
Seilbåt MAXI 84. Balder;https://www.finn.no/boat/forsale/ad.html?finnkode=185692822;95000;1981;28
Birdie 32;https://www.finn.no/boat/forsale/ad.html?finnkode=188543363;175000;1986;32
Bavaria 42 Cruiser   Hytte på sjøen vurderes solgt;https://www.finn.no/boat/forsale/ad.html?finnkode=179208682;1150000;2006;42
Dufour 35;https://www.finn.no/boat/forsale/ad.html?finnkode=154890638;89000;1973;35
X-382 tur og regatta båt;https://www.finn.no/boat/forsale/ad.html?finnkode=147461926;870000;2000;38
Granada 27;https://www.finn.no/boat/forsale/ad.html?finnkode=212734417;15000;1980;27
Maxi100 PS med overhalt motor;https://www.finn.no/boat/forsale/ad.html?finnkode=212732302;179000;1982;34
Skipsregistrert Bavaria 33 Cruiser vurderes solgt;https://www.finn.no/boat/forsale/ad.html?finnkode=212702713;820000;2006;34
5,5 meter Trapez seiljolle med masse utstyr;https://www.finn.no/boat/forsale/ad.html?finnkode=212698257;9000;1990;18
Albin Cirrus 78 - En meget brukervennlig seilbåt selges pga flytting.;https://www.finn.no/boat/forsale/ad.html?finnkode=212648331;50000;1987;26
