Turseiler selges, godt vedlikehold en eier.;https://www.finn.no/boat/forsale/ad.html?finnkode=216001063;400000;1986;36
Bavaria 36 AC;https://www.finn.no/boat/forsale/ad.html?finnkode=216465421;565000;2003;36
Shift Marine søker flere salgsoppdrag, Jeanneau Sun Fast 36 til salgs!;https://www.finn.no/boat/forsale/ad.html?finnkode=216484301;440000;1997;36
Seilbåt for nybegynnere.;https://www.finn.no/boat/forsale/ad.html?finnkode=216477055;25000;1980;22
Vindø 45  35 fot for  salg.;https://www.finn.no/boat/forsale/ad.html?finnkode=189108821;650000;1983;35
Alo 28 - Trygg båt for nybegynnere!;https://www.finn.no/boat/forsale/ad.html?finnkode=216458979;25000;1973;28
Har du husket nasjonalitetsbevis?;https://www.sdir.no/fritidsbat/registrere-fritidsbat-i-nor/hvorfor-velge-frivillig-registrering-av-baten-i-skipsregisteret-nor/;60000;1978;23
Regatta Turbåt;https://www.finn.no/boat/forsale/ad.html?finnkode=216450177;380000;1939;33
33 fot Motorseiler / Seilskøyte selges eller byttes i mindre båt REDUSERT PRIS;https://www.finn.no/boat/forsale/ad.html?finnkode=71965376;35000;2006;15
Regattaklar Snipe;https://www.finn.no/boat/forsale/ad.html?finnkode=216436964;325000;1986;36
TwoStar 36 - rask turseiler;https://www.finn.no/boat/forsale/ad.html?finnkode=214647144;120000;1986;38
Colin Archer Replika av RS1 Cruser;https://www.finn.no/boat/forsale/ad.html?finnkode=183402167;875000;1996;36
Særdeles pen og  oppgradert Arcona  36 byggenr. 49 av 55;https://www.finn.no/boat/forsale/ad.html?finnkode=216407166;115000;1973;30
Har du husket nasjonalitetsbevis?;https://www.sdir.no/fritidsbat/registrere-fritidsbat-i-nor/hvorfor-velge-frivillig-registrering-av-baten-i-skipsregisteret-nor/;220000;2005;24
Albin Ballad, Seilbåt sommer 2021?;https://www.finn.no/boat/forsale/ad.html?finnkode=216420779;18000;1978;22
Melges 24 til salg - Nor 592;https://www.finn.no/boat/forsale/ad.html?finnkode=216189855;35000;1991;16
Maxi 68;https://www.finn.no/boat/forsale/ad.html?finnkode=211893038;10000;1900;18
HobieCat 16;https://www.finn.no/boat/forsale/ad.html?finnkode=216404223;750000;2008;35
Reservert Oslojolle bygget av Westermoen;https://www.finn.no/boat/forsale/ad.html?finnkode=216396959;149000;1987;27
Pen og velholdt Hanse 350 - en eier - vurderes solgt;https://www.finn.no/boat/forsale/ad.html?finnkode=216389384;25000;1975;26
Jeanneau Fantasia 27;https://www.finn.no/boat/forsale/ad.html?finnkode=216083664;850000;2008;37
