Neptim Miss 8,5;https://www.finn.no/boat/forsale/ad.html?finnkode=210569972;25000;1980;28
Wasa Atlantic VURDERES TIL SALGS;https://www.finn.no/boat/forsale/ad.html?finnkode=211189568;1000000;1994;50
Rask seilbåt med mye plass!;https://www.finn.no/boat/forsale/ad.html?finnkode=211165462;350000;2003;27
Hanse 315 - Velholdt familiebåt;https://www.finn.no/boat/forsale/ad.html?finnkode=210373346;490000;2006;31
Hunter Europa 19;https://www.finn.no/boat/forsale/ad.html?finnkode=146334858;22000;1982;19
Pen 30 fots Katamaran til salgs.;https://www.finn.no/boat/forsale/ad.html?finnkode=154639109;490000;1996;30
Lettseilt seilbåt med overnattingsmuligheter;https://www.finn.no/boat/forsale/ad.html?finnkode=196164230;45000;1982;25
Unik 42 ft Custom made yacht selges.;https://www.finn.no/boat/forsale/ad.html?finnkode=104154793;1600000;2013;42
Mye seilglede for pengene;https://www.finn.no/boat/forsale/ad.html?finnkode=211128181;60000;1976;28
Scanmar 31;https://www.finn.no/boat/forsale/ad.html?finnkode=211116514;180000;1985;31
Velholdt klassiker - klar for nye eventyr;https://www.finn.no/boat/forsale/ad.html?finnkode=211097381;175000;1979;31
Hytte på sjøen. Motorseiler med romslig dekks hus.;https://www.finn.no/boat/forsale/ad.html?finnkode=183775472;399000;1991;34
Motorseiler;https://www.finn.no/boat/forsale/ad.html?finnkode=211069990;500000;2012;33
Rask, trygg havseiler med fantastiske seilegenskaper.;https://www.finn.no/boat/forsale/ad.html?finnkode=157586778;370000;1986;36
Moderne og romslig, masse nytt: motor, el-anlegg, toalett, skroggjennomføring;https://www.finn.no/boat/forsale/ad.html?finnkode=188425331;49000;1981;25
Yngling, 1973 modell;https://www.finn.no/boat/forsale/ad.html?finnkode=211062573;15000;1973;21
Sjelden mulighet, godt holden Draco Summerwind;https://www.finn.no/boat/forsale/ad.html?finnkode=211042212;55000;1978;24
Maxi racer 80;https://www.finn.no/boat/forsale/ad.html?finnkode=160412446;20000;1982;27
Sunwind 35 - god feriebåt;https://www.finn.no/boat/forsale/ad.html?finnkode=144425295;295000;1988;35
Vindø 32  - vurderes solgt - GI BUD!;https://www.finn.no/boat/forsale/ad.html?finnkode=211008854;;1977;29
