Solid turseiler selges;https://www.finn.no/boat/forsale/ad.html?finnkode=220320086;60000;1977;30
Marieholm if26;https://www.finn.no/boat/forsale/ad.html?finnkode=220930958;50000;1976;27
Fin dansk produsert 22 fots seilbåt, klar for sjøsetting;https://www.finn.no/boat/forsale/ad.html?finnkode=220921579;29000;1978;22
Motorseiler Sandvik 880 MS;https://www.finn.no/boat/forsale/ad.html?finnkode=214016395;140000;1984;29
Bavaria 42 Vision - Moderne - Masse utstyr - Nyere seil - Lettseilt - GI BUD!;https://www.finn.no/boat/forsale/ad.html?finnkode=220697596;2190000;2014;42
Viko Yachts S22;https://www.finn.no/boat/forsale/ad.html?finnkode=220915914;170000;2015;22
Marie G til salgs.;https://www.finn.no/boat/forsale/ad.html?finnkode=220909265;100000;1985;33
Neptun 22;https://www.finn.no/boat/forsale/ad.html?finnkode=217333580;30000;1975;22
Spesiell motorseiler selges!;https://www.finn.no/boat/forsale/ad.html?finnkode=209347816;180000;1980;30
Leken seilbåt til salgs, 4 soveplasser.;https://www.finn.no/boat/forsale/ad.html?finnkode=192861459;25000;1985;22
Seilskute;https://www.finn.no/boat/forsale/ad.html?finnkode=185453479;50000;1978;38
Pen eksemplar av en rask svensk kvalitets turseiler. Med evt båtplass;https://www.finn.no/boat/forsale/ad.html?finnkode=220866567;239000;1986;33
Beneteau Oceanis 46, oppgradert og godt vedlikeholdt.;https://www.finn.no/boat/forsale/ad.html?finnkode=216469199;1700000;2007;46
Dufour 30C - flott turseiler i god stand;https://www.finn.no/boat/forsale/ad.html?finnkode=220874859;325000;2000;30
Askeladden 14 Kombi, (motor, robåt og seilbåt m/senkekjøl), båthenger medfølger;https://www.finn.no/boat/forsale/ad.html?finnkode=220872326;15000;1972;14
JEANNEAU DS 45 PERFORMANCE - Skipsregistrert - Langtur - Bobåt;https://www.finn.no/boat/forsale/ad.html?finnkode=220876897;1590000;2010;45
Påkostet og skipsregistrert havseiler. Båtplass. Overtagelse 25. juli;https://www.finn.no/boat/forsale/ad.html?finnkode=212930865;1090000;2006;38
Fisher 30 motorseiler;https://www.finn.no/boat/forsale/ad.html?finnkode=191775031;340000;1976;32
Vakker og velholdt Najad 331(2002);https://www.finn.no/boat/forsale/ad.html?finnkode=220822952;875000;2002;33
Nauticat 33 1979 mod. Ny motor 2012, til salgs;https://www.finn.no/boat/forsale/ad.html?finnkode=144146961;420000;1979;33
Seilbåt til salgs. Bavaria 38 AC;https://www.finn.no/boat/forsale/ad.html?finnkode=220844467;680000;2004;38
Junk rig - Benford Dory 26 m/20hk Beta Marine;https://www.finn.no/boat/forsale/ad.html?finnkode=220839691;69000;2005;26
Elan E3 - Helelektrisk;https://www.finn.no/boat/forsale/ad.html?finnkode=220845029;1990000;2022;30
Scanmar 33;https://www.finn.no/boat/forsale/ad.html?finnkode=146273386;245000;1982;33
Albin Nova. Seilklar, velholdt og praktisk familieseiler. Kun én eier.;https://www.finn.no/boat/forsale/ad.html?finnkode=220833879;210000;1983;33
Veldig trivelig motorseiler til salgs.;https://www.finn.no/boat/forsale/ad.html?finnkode=216808359;65000;1977;26
Motorseiler fra Fairway marina, England;https://www.finn.no/boat/forsale/ad.html?finnkode=220824014;350000;1974;30
Albin Ballad bygget med solid kvalitet;https://www.finn.no/boat/forsale/ad.html?finnkode=220814046;66000;1973;30
Naver 29 med nyere motor selges rimelig.;https://www.finn.no/boat/forsale/ad.html?finnkode=220818380;69000;1975;29
Klassisk seilbåt i svært god stand;https://www.finn.no/boat/forsale/ad.html?finnkode=220814188;290000;1978;31
Ferieklar Hanse 320 med cockpittelt, Code og lithium.;https://www.finn.no/boat/forsale/ad.html?finnkode=220769780;650000;2008;32
