Moody S38. Englands svar på Najad og Hallberg Rassy;/boat/forsale/ad.html?finnkode=186925219;850000;1996;39
28' Katamaran Elektrisk motor.;https://www.finn.no/boat/forsale/ad.html?finnkode=185284225;249000;1992;28
Seilbåt til salgs.;https://www.finn.no/boat/forsale/ad.html?finnkode=105244189;60000;1979;35
Pent brukt seilbåt;https://www.finn.no/boat/forsale/ad.html?finnkode=210123850;125000;2000;21
NEDSATT 100.000kr Lettseilt Beneteau Oceanis 31 til salgs;https://www.finn.no/boat/forsale/ad.html?finnkode=184259331;580000;2011;31
God og velutstyrt Maxi 909;https://www.finn.no/boat/forsale/ad.html?finnkode=209628668;135000;1985;30
Winga 78;https://www.finn.no/boat/forsale/ad.html?finnkode=188968223;100000;1980;26
Flott Supero 24 kan bli din!;https://www.finn.no/boat/forsale/ad.html?finnkode=188091797;13000;1974;24
Solid havseilerprojeckt;https://www.finn.no/boat/forsale/ad.html?finnkode=152504860;99000;1987;36
X-Yachts IMX45;https://www.finn.no/boat/forsale/ad.html?finnkode=210056070;1299000;2002;45
Velholdt Sunwind 27 selges;https://www.finn.no/boat/forsale/ad.html?finnkode=210050534;49000;1985;27
Albin Cirrus - med betalt sommerplass for 2021!;https://www.finn.no/boat/forsale/ad.html?finnkode=210027758;70000;1984;26
NAJAD 343 De Luxe - Centercockpit - Langturbåt - Budfrist 21.03.2021 kl. 12.00;https://www.finn.no/boat/forsale/ad.html?finnkode=207222869;429000;1985;34
Lettseilt meget komfortabel Sweden Yacht c34m båtplass betalt til 5/21- Hvaler;https://www.finn.no/boat/forsale/ad.html?finnkode=178653877;330000;1978;34
Halvpart Albin Alpha i 2021 eller salg?;https://www.finn.no/boat/forsale/ad.html?finnkode=167845953;13000;1986;29
Randøy 29;https://www.finn.no/boat/forsale/ad.html?finnkode=209940920;350000;1990;29
Maxi fenix dinette;https://www.finn.no/boat/forsale/ad.html?finnkode=209607948;100000;1981;28
