Oselver til salgs;https://www.finn.no/boat/forsale/ad.html?finnkode=216063848;60000;1958;23
Regattautstyrt Albin Express;https://www.finn.no/boat/forsale/ad.html?finnkode=216728589;65000;1979;25
Båt til salgs, Motorseiler;https://www.finn.no/boat/forsale/ad.html?finnkode=216724072;150000;1974;31
Granada 27 seilbåt.;https://www.finn.no/boat/forsale/ad.html?finnkode=95258484;28000;1978;27
OPPGRADERT - Jeanneau Rush 97 Attalia - PERFEKT FAMILIESEILER;https://www.finn.no/boat/forsale/ad.html?finnkode=215896844;297000;1986;32
Motorseglar. Ny motor 2011 Sole Diesel 33, Rullestprmast;https://www.finn.no/boat/forsale/ad.html?finnkode=215994616;115000;1982;28
Beneteau 305;https://www.finn.no/boat/forsale/ad.html?finnkode=216668050;250000;1986;31
FABOLA  KUSTER 29;https://www.finn.no/boat/forsale/ad.html?finnkode=216665392;115000;1985;29
Nydelig skjærgårdskrysser til salgs;https://www.finn.no/boat/forsale/ad.html?finnkode=180413774;35000;1976;30
KLASSISK VINDO 45;https://www.finn.no/boat/forsale/ad.html?finnkode=216180282;550000;1982;34
Albin Nova;https://www.finn.no/boat/forsale/ad.html?finnkode=212001227;169000;1982;33
Rask turseiler X-Yachts X-102;https://www.finn.no/boat/forsale/ad.html?finnkode=211880174;169000;1985;33
Bavaria 38;https://www.finn.no/boat/forsale/ad.html?finnkode=216576763;750000;2000;39
Endourance havseiler;https://www.finn.no/boat/forsale/ad.html?finnkode=215441526;70000;1981;37
Fjord 28 CS / Bobåt;https://www.finn.no/boat/forsale/ad.html?finnkode=215005324;70000;1976;28
Kvalitetsbåt selges;https://www.finn.no/boat/forsale/ad.html?finnkode=216561341;70000;1976;30
Enkel og grei seilbåt;https://www.finn.no/boat/forsale/ad.html?finnkode=216395111;10000;1974;23
Luna 26;https://www.finn.no/boat/forsale/ad.html?finnkode=216331106;35000;1977;26
Langturseiler/Bobåt Norlin 34 mk1 vurderes solgt som oppussingsobjekt. Gi bud;https://www.finn.no/boat/forsale/ad.html?finnkode=161864908;100000;1974;34
Marieholm 261, En sjelden mulighet!;https://www.finn.no/boat/forsale/ad.html?finnkode=179322595;120000;1983;26
SKJELDEN MULIGHET KINGCRUISER 29 (SKAL BORT/GI BUD);https://www.finn.no/boat/forsale/ad.html?finnkode=184020841;35000;1974;29
Superrask trimaran T-35 andel;https://www.finn.no/boat/forsale/ad.html?finnkode=212398555;100000;1994;35
Stødig 3/4 langkjølet seilbåt m/krybbe;https://www.finn.no/boat/forsale/ad.html?finnkode=216528733;30000;1982;26
Bavaria 41 Holiday, 4 lugarer;https://www.finn.no/boat/forsale/ad.html?finnkode=216521143;630000;1998;42
SmartBoat One - 24/7 overvåkning til din båt;https://sensarmarine.com/?utm_medium=native&utm_source=finn.no&utm_campaign=finn.no%20%7C%20sov%20%7C%20baat%20sider&utm_content=bilde%203;97000;1978;31
Malö 40  nr. 201;https://www.finn.no/boat/forsale/ad.html?finnkode=150463165;32000;1975;28
Tur 84 selges med mye utstyr.;https://www.finn.no/boat/forsale/ad.html?finnkode=87939107;440000;1997;36
Shift Marine søker flere salgsoppdrag, Jeanneau Sun Fast 36 til salgs!;https://www.finn.no/boat/forsale/ad.html?finnkode=216484301;23000;1980;22
Seilbåt for nybegynnere.;https://www.finn.no/boat/forsale/ad.html?finnkode=216477055;650000;1983;35
Vindø 45  35 fot for  salg.;https://www.finn.no/boat/forsale/ad.html?finnkode=189108821;25000;1973;28
Alo 28 - Trygg båt for nybegynnere!;https://www.finn.no/boat/forsale/ad.html?finnkode=216458979;60000;1978;23
Regatta Turbåt;https://www.finn.no/boat/forsale/ad.html?finnkode=216450177;380000;1939;33
33 fot Motorseiler / Seilskøyte selges eller byttes i mindre båt REDUSERT PRIS;https://www.finn.no/boat/forsale/ad.html?finnkode=71965376;325000;1986;36
TwoStar 36 - rask turseiler;https://www.finn.no/boat/forsale/ad.html?finnkode=214647144;120000;1986;38
Colin Archer Replika av RS1 Cruser;https://www.finn.no/boat/forsale/ad.html?finnkode=183402167;825000;1996;36
Særdeles pen og  oppgradert Arcona  36 byggenr. 49 av 55.;https://www.finn.no/boat/forsale/ad.html?finnkode=216407166;115000;1973;30
