Puuvene 8mR LARA;https://www.nettivene.com/en/purjevene/puuvene/869948;135000
H-35;https://www.nettivene.com/en/purjevene/h-35/891857;20000
Avance 318;https://www.nettivene.com/en/purjevene/avance/892139;33000
Helmsman 26;https://www.nettivene.com/en/purjevene/helmsman/892134;-1
Ohlson 29;https://www.nettivene.com/en/purjevene/ohlson/892122;12800
Halmatic 30;https://www.nettivene.com/en/purjevene/halmatic/892116;20000
Marieholm If;https://www.nettivene.com/en/purjevene/marieholm/892087;5000
Kings Cruiser Kings Cruiser 33;https://www.nettivene.com/en/purjevene/kings-cruiser/892078;15500
Jonmeri Jon 30;https://www.nettivene.com/en/purjevene/jonmeri/892070;22000
Guy Guy 27;https://www.nettivene.com/en/purjevene/guy/892039;3000
Omavalmiste G Bird 37;https://www.nettivene.com/en/purjevene/omavalmiste/892032;29500
Jeanneau Sun Odyssey 32i;https://www.nettivene.com/en/purjevene/jeanneau/891946;65000
Still Still 525;https://www.nettivene.com/en/purjevene/still/891935;2900
Folkboat;https://www.nettivene.com/en/purjevene/folkboat/891918;3800
Moody Eclipce 33;https://www.nettivene.com/en/purjevene/moody/891915;49850
Kings Cruiser 33;https://www.nettivene.com/en/purjevene/kings-cruiser/891902;10000
H-35;https://www.nettivene.com/en/purjevene/h-35/891857;20000
Optimisti Optimistijolla;https://www.nettivene.com/en/purjevene/optimisti/891837;350
Zoom Zoom8;https://www.nettivene.com/en/purjevene/zoom/891835;1700
Guyline 3800;https://www.nettivene.com/en/purjevene/guyline/891833;42000
H;https://www.nettivene.com/en/purjevene/h/891790;2200
Jeanneau Sun Odyssey 36i Performance;https://www.nettivene.com/en/purjevene/jeanneau/891788;87000
E-Boat;https://www.nettivene.com/en/purjevene/e-boat/891783;2650
Optimisti;https://www.nettivene.com/en/purjevene/optimisti/891753;750
Omavalmiste Finnstone 46;https://www.nettivene.com/en/purjevene/omavalmiste/891715;60000
Scanper 22;https://www.nettivene.com/en/purjevene/scanper/891684;2500
Finn Express 83;https://www.nettivene.com/en/purjevene/finn-express/891671;9000
Terhi 530sähköjabensamoottorit;https://www.nettivene.com/en/purjevene/terhi/891604;3650
Bavaria Bavaria 33 cruiser;https://www.nettivene.com/en/purjevene/bavaria/891567;65000
Star;https://www.nettivene.com/en/purjevene/star/891546;1450
Fabola campus;https://www.nettivene.com/en/purjevene/fabola/891538;1700
Albin Vega;https://www.nettivene.com/en/purjevene/albin/891528;8000
Hai;https://www.nettivene.com/en/purjevene/hai/891511;6500
Hallberg-Rassy P28;https://www.nettivene.com/en/purjevene/hallberg-rassy/891508;12000
Laser Radial;https://www.nettivene.com/en/purjevene/laser/891500;1650
Maxi fenix dinette;https://www.nettivene.com/en/purjevene/maxi/891425;11000
Teräsvene Mare28 / One-off 32;https://www.nettivene.com/en/purjevene/terasvene/891415;8800
Colin Archer CA 30;https://www.nettivene.com/en/purjevene/colin-archer/891402;35000
Avance 33;https://www.nettivene.com/en/purjevene/avance/891384;25800
Muu merkki Topper;https://www.nettivene.com/en/purjevene/muu-merkki/891269;1100
Inferno Vital 26;https://www.nettivene.com/en/purjevene/inferno/891149;9500
Omavalmiste Tröllö 28;https://www.nettivene.com/en/purjevene/omavalmiste/891131;20000
Inferno Inferno 33;https://www.nettivene.com/en/purjevene/inferno/891103;31000
Flipper Scow;https://www.nettivene.com/en/purjevene/flipper/891091;900
Hurley 20;https://www.nettivene.com/en/purjevene/hurley/891018;850
Maxi Maxi 95;https://www.nettivene.com/en/purjevene/maxi/891010;-1
Scanper Scanper 22;https://www.nettivene.com/en/purjevene/scanper/891005;6900
Tur Tur 84;https://www.nettivene.com/en/purjevene/tur/890915;5800
Sunshine 325;https://www.nettivene.com/en/purjevene/sunshine/890904;21900
H Hydrospeed;https://www.nettivene.com/en/purjevene/h/890780;3490
Guy 22;https://www.nettivene.com/en/purjevene/guy/890720;1800
Compis 28;https://www.nettivene.com/en/purjevene/compis/890706;10900
Omavalmiste colin archer;https://www.nettivene.com/en/purjevene/omavalmiste/890610;10000
Wasa 42;https://www.nettivene.com/en/purjevene/wasa/890591;7000
NF NF 30;https://www.nettivene.com/en/purjevene/nf/890557;10500
Sunwind 26;https://www.nettivene.com/en/purjevene/sunwind/890509;5500
Storebro Örnen;https://www.nettivene.com/en/purjevene/storebro/890499;-1
Boström b31 mkII;https://www.nettivene.com/en/purjevene/bostrom/890437;14000
Guy Guy 33;https://www.nettivene.com/en/purjevene/guy/890384;12500
Avance 24;https://www.nettivene.com/en/purjevene/avance/890348;5000
Laser Funboat;https://www.nettivene.com/en/purjevene/laser/890178;1500
Dixie 27;https://www.nettivene.com/en/purjevene/dixie/890122;6900
Guy 22;https://www.nettivene.com/en/purjevene/guy/890083;4500
Folkboat;https://www.nettivene.com/en/purjevene/folkboat/890022;4500
Albin Viggen;https://www.nettivene.com/en/purjevene/albin/890021;4900
Sunwind 27;https://www.nettivene.com/en/purjevene/sunwind/889983;12900
Inferno Finngulf 33;https://www.nettivene.com/en/purjevene/inferno/889976;39900
Lohi Joemarin 34;https://www.nettivene.com/en/purjevene/lohi/889950;27000
Maxi  68;https://www.nettivene.com/en/purjevene/maxi/889933;3750
Inferno Vital 26;https://www.nettivene.com/en/purjevene/inferno/889883;11500
H Artekno;https://www.nettivene.com/en/purjevene/h/889807;3600
Vikla;https://www.nettivene.com/en/purjevene/vikla/889774;1800
Targa Targa 96;https://www.nettivene.com/en/purjevene/targa/889759;28500
Beneteau Oceanis 311 Clipper;https://www.nettivene.com/en/purjevene/beneteau/889706;49500
Helmsman Helmsman 23;https://www.nettivene.com/en/purjevene/helmsman/889691;3200
J J35;https://www.nettivene.com/en/purjevene/j/889612;34500
Vindö 32;https://www.nettivene.com/en/purjevene/vindo/889581;12000
Ohlson 29;https://www.nettivene.com/en/purjevene/ohlson/889575;15000
NF NF30;https://www.nettivene.com/en/purjevene/nf/889561;4200
Scylla;https://www.nettivene.com/en/purjevene/scylla/889293;9000
Balans 65;https://www.nettivene.com/en/purjevene/balans/889187;1650
Albin Vega;https://www.nettivene.com/en/purjevene/albin/889175;6500
Zoom Zoom 8;https://www.nettivene.com/en/purjevene/zoom/889088;1650
Oslo;https://www.nettivene.com/en/purjevene/oslo/889080;7990
Oslo;https://www.nettivene.com/en/purjevene/oslo/889072;4990
Terhisail;https://www.nettivene.com/en/purjevene/terhisail/889067;1300
Hai Hai 2000;https://www.nettivene.com/en/purjevene/hai/889065;15990
Finn 381;https://www.nettivene.com/en/purjevene/finn/889039;85000
Maestro 381;https://www.nettivene.com/en/purjevene/maestro/889036;85000
Maestro 381;https://www.nettivene.com/en/purjevene/maestro/889035;85000
Albin;https://www.nettivene.com/en/purjevene/albin/889034;750
Muu merkki Samson 32 C-Mist;https://www.nettivene.com/en/purjevene/muu-merkki/889031;11500
Marieholm IF Marieholm;https://www.nettivene.com/en/purjevene/marieholm/889020;4500
Muu merkki Guyline 822;https://www.nettivene.com/en/purjevene/muu-merkki/889004;15000
Albin Vega;https://www.nettivene.com/en/purjevene/albin/888989;4300
Folkboat Kansanvene FIN 308;https://www.nettivene.com/en/purjevene/folkboat/888976;21800
Sweden Yachts 390;https://www.nettivene.com/en/purjevene/sweden-yachts/888974;132500
Sirena Sirena 385;https://www.nettivene.com/en/purjevene/sirena/888959;38500
Marina 95;https://www.nettivene.com/en/purjevene/marina/888888;33000
Avance Avance 36DL;https://www.nettivene.com/en/purjevene/avance/888837;35000
C&C C&C25;https://www.nettivene.com/en/purjevene/cc/888768;4000
Scylla;https://www.nettivene.com/en/purjevene/scylla/888758;8000
Jeanneau Sunway;https://www.nettivene.com/en/purjevene/jeanneau/888746;7000
Finn Finn 26;https://www.nettivene.com/en/purjevene/finn/888741;6800
GT-kryssare;https://www.nettivene.com/en/purjevene/gt-kryssare/888683;1000
Sunwind 27;https://www.nettivene.com/en/purjevene/sunwind/888639;8500
IW 31;https://www.nettivene.com/en/purjevene/iw/888632;7500
Gib-sea 84;https://www.nettivene.com/en/purjevene/gib-sea/888628;17000
IW 23 Lill-Scampi;https://www.nettivene.com/en/purjevene/iw/888537;2250
Avance Avance 33;https://www.nettivene.com/en/purjevene/avance/888519;33000
Rock 20;https://www.nettivene.com/en/purjevene/rock/888501;1900
Weekend Weekend 30;https://www.nettivene.com/en/purjevene/weekend/888428;2000
Kings Cruiser  KC-33;https://www.nettivene.com/en/purjevene/kings-cruiser/888427;8500
Albin Albin 57;https://www.nettivene.com/en/purjevene/albin/888410;5000
Beneteau Oceanis Clipper 361;https://www.nettivene.com/en/purjevene/beneteau/888403;79900
Absolut 37;https://www.nettivene.com/en/purjevene/absolut/888387;42500
Marina 95;https://www.nettivene.com/en/purjevene/marina/888312;24000
Folkboat;https://www.nettivene.com/en/purjevene/folkboat/888285;16500
Boström 31;https://www.nettivene.com/en/purjevene/bostrom/888228;27000
Jeanneau Sun Light 30;https://www.nettivene.com/en/purjevene/jeanneau/888097;35000
Hallberg-Rassy Mistral 33;https://www.nettivene.com/en/purjevene/hallberg-rassy/888052;34000
Avance 24;https://www.nettivene.com/en/purjevene/avance/888011;7500
Jeanneau Sun Odyssey 43;https://www.nettivene.com/en/purjevene/jeanneau/887993;114000
Albin Express;https://www.nettivene.com/en/purjevene/albin/887856;6100
Jouët Sheriff;https://www.nettivene.com/en/purjevene/jouet/887804;2100
BlueBird 25;https://www.nettivene.com/en/purjevene/bluebird/887747;6500
Muu merkki Rave Windriver;https://www.nettivene.com/en/purjevene/muu-merkki/887746;7500
Bavaria 30 Cruiser;https://www.nettivene.com/en/purjevene/bavaria/887714;55000
Kings Cruiser 29;https://www.nettivene.com/en/purjevene/kings-cruiser/887680;7800
Maxi 77;https://www.nettivene.com/en/purjevene/maxi/887647;2795
Farr Optimistijolla;https://www.nettivene.com/en/purjevene/farr/887612;1800
Sunwind 311;https://www.nettivene.com/en/purjevene/sunwind/887537;22900
Compis 28;https://www.nettivene.com/en/purjevene/compis/887525;6800
Finnfire 33;https://www.nettivene.com/en/purjevene/finnfire/887463;26000
Lohi 34;https://www.nettivene.com/en/purjevene/lohi/887427;36000
H Artekno Racing;https://www.nettivene.com/en/purjevene/h/887366;8500
Bavaria 37-3;https://www.nettivene.com/en/purjevene/bavaria/887330;69000
Albin Nova;https://www.nettivene.com/en/purjevene/albin/887307;17500
Tyvex 18;https://www.nettivene.com/en/purjevene/tyvex/887301;1250
Omavalmiste Finstone 44;https://www.nettivene.com/en/purjevene/omavalmiste/887248;38000
Sedna Yachts Sedna 26;https://www.nettivene.com/en/purjevene/sedna-yachts/887211;28900
Elvström One Off MOD 30;https://www.nettivene.com/en/purjevene/elvstrom/887206;22500
Muu merkki Topper;https://www.nettivene.com/en/purjevene/muu-merkki/887200;450
Colin Archer 33;https://www.nettivene.com/en/purjevene/colin-archer/887137;15000
Ohlson 29;https://www.nettivene.com/en/purjevene/ohlson/886838;10500
Finn Flyer 27;https://www.nettivene.com/en/purjevene/finn-flyer/886826;6500
Hai;https://www.nettivene.com/en/purjevene/hai/886821;500
Ohlson 29;https://www.nettivene.com/en/purjevene/ohlson/886754;11500
Puuvene Pohjoismainen 22 (projekti);https://www.nettivene.com/en/purjevene/puuvene/886701;1000
Malö 36;https://www.nettivene.com/en/purjevene/malo/886625;168000
Winner Optimisti;https://www.nettivene.com/en/purjevene/winner/886622;700
Finngulf 39;https://www.nettivene.com/en/purjevene/finngulf/886603;74500
Guy 33;https://www.nettivene.com/en/purjevene/guy/886538;13800
P;https://www.nettivene.com/en/purjevene/p/886523;1000
Joemarin 17;https://www.nettivene.com/en/purjevene/joemarin/886441;2900
H-323;https://www.nettivene.com/en/purjevene/h-323/886440;14000
Helmsman My;https://www.nettivene.com/en/purjevene/helmsman/886397;1000
Finnsailer Finnsailer 34;https://www.nettivene.com/en/purjevene/finnsailer/886367;34900
Beneteau Oceanis 40;https://www.nettivene.com/en/purjevene/beneteau/886344;33000
Targa 96;https://www.nettivene.com/en/purjevene/targa/886321;20000
Vator Vator 5.5 M;https://www.nettivene.com/en/purjevene/vator/886278;37000
Melges Melges 24;https://www.nettivene.com/en/purjevene/melges/886253;17900
Finn Express 83;https://www.nettivene.com/en/purjevene/finn-express/886239;8000
Finn Express 83;https://www.nettivene.com/en/purjevene/finn-express/886232;6700
Finn Express;https://www.nettivene.com/en/purjevene/finn-express/886230;5480
One off H-Special;https://www.nettivene.com/en/purjevene/one-off/886193;27000
Maestro 95;https://www.nettivene.com/en/purjevene/maestro/886099;57000
Sunwind;https://www.nettivene.com/en/purjevene/sunwind/886040;4200
H Artekno;https://www.nettivene.com/en/purjevene/h/885983;3000
Walker bay Walker Bay 8;https://www.nettivene.com/en/purjevene/walker-bay/885962;750
Muu merkki;https://www.nettivene.com/en/purjevene/muu-merkki/885941;890
Bavaria 30 CR;https://www.nettivene.com/en/purjevene/bavaria/885834;48000
Sunwind;https://www.nettivene.com/en/purjevene/sunwind/885798;750
Jaguar Jaguar Yachts 22;https://www.nettivene.com/en/purjevene/jaguar/885776;2200
Archambault A35;https://www.nettivene.com/en/purjevene/archambault/885772;77000
Siesta 32;https://www.nettivene.com/en/purjevene/siesta/885689;19000
