Dufour 455 Grand Large;https://www.nettivene.com/en/purjevene/dufour/747990;159000
Targa 96;https://www.nettivene.com/en/purjevene/targa/816659;28700
H;https://www.nettivene.com/en/purjevene/h/823683;2600
Beneteau First 31.7;https://www.nettivene.com/en/purjevene/beneteau/823670;48000
Baltic Baltic 40;https://www.nettivene.com/en/purjevene/baltic/823663;179500
H Netta 30;https://www.nettivene.com/en/purjevene/h/823661;8900
Beneteau First 375;https://www.nettivene.com/en/purjevene/beneteau/823639;40000
H Artekno Paljon uutta;https://www.nettivene.com/en/purjevene/h/823553;2350
Joe 17;https://www.nettivene.com/en/purjevene/joe/823550;1500
Beneteau Oceanis 50;https://www.nettivene.com/en/purjevene/beneteau/823549;192000
Albin;https://www.nettivene.com/en/purjevene/albin/823538;350
Guy 22;https://www.nettivene.com/en/purjevene/guy/823532;900
Ö10 Sydväst;https://www.nettivene.com/en/purjevene/o10/823512;1250
Beneteau First 38s5;https://www.nettivene.com/en/purjevene/beneteau/823495;65000
X- Jungfru 37;https://www.nettivene.com/en/purjevene/x-/823457;19500
Finnsailer 34;https://www.nettivene.com/en/purjevene/finnsailer/823456;43000
Avance 33;https://www.nettivene.com/en/purjevene/avance/823440;25000
Jeanneau Sun-Rise 34;https://www.nettivene.com/en/purjevene/jeanneau/823397;40000
Jeanneau Sun 2000;https://www.nettivene.com/en/purjevene/jeanneau/823371;12500
Wasa 30 (36 jalkaa);https://www.nettivene.com/en/purjevene/wasa/823312;18000
Maxi Maxi 909;https://www.nettivene.com/en/purjevene/maxi/823220;34000
Baltic 35;https://www.nettivene.com/en/purjevene/baltic/823205;54000
Avance 33;https://www.nettivene.com/en/purjevene/avance/823189;22000
Puuvene tammi/mahonkii;https://www.nettivene.com/en/purjevene/puuvene/823152;4500
Hanse 371;https://www.nettivene.com/en/purjevene/hanse/823151;83000
Sunwind 27;https://www.nettivene.com/en/purjevene/sunwind/823149;12000
International International 5.5 katettu;https://www.nettivene.com/en/purjevene/international/823147;1500
OE OE36 Crown;https://www.nettivene.com/en/purjevene/oe/823091;19800
Swan 39R;https://www.nettivene.com/en/purjevene/swan/822963;84000
Netta H-30;https://www.nettivene.com/en/purjevene/netta/822952;1500
GT-kryssare;https://www.nettivene.com/en/purjevene/gt-kryssare/822942;3500
Contrast 41 one off;https://www.nettivene.com/en/purjevene/contrast/822928;30000
Finn Flyer 31 CR;https://www.nettivene.com/en/purjevene/finn-flyer/822920;20000
Botnia Mini Racer;https://www.nettivene.com/en/purjevene/botnia/822906;5000
Guy 22;https://www.nettivene.com/en/purjevene/guy/822880;3200
Finn Express 83;https://www.nettivene.com/en/purjevene/finn-express/822869;7000
Botnia;https://www.nettivene.com/en/purjevene/botnia/822863;-1
Beneteau First 35;https://www.nettivene.com/en/purjevene/beneteau/822827;29000
Maxi 68;https://www.nettivene.com/en/purjevene/maxi/822810;7200
Muu merkki Venus 22;https://www.nettivene.com/en/purjevene/muu-merkki/822804;3000
Vikla Skipper;https://www.nettivene.com/en/purjevene/vikla/822688;900
BlueBird 25;https://www.nettivene.com/en/purjevene/bluebird/822672;2600
Avance 24;https://www.nettivene.com/en/purjevene/avance/822620;5950
Helmsman My Helmsman 20;https://www.nettivene.com/en/purjevene/helmsman/822618;1000
Avance 36;https://www.nettivene.com/en/purjevene/avance/822570;19000
Elizabethan 31;https://www.nettivene.com/en/purjevene/elizabethan/822550;8400
Muu merkki Mean Marine 32/ILC 30;https://www.nettivene.com/en/purjevene/muu-merkki/822508;27000
Monark Varianty;https://www.nettivene.com/en/purjevene/monark/822306;1000
Guy 27;https://www.nettivene.com/en/purjevene/guy/822305;1800
H;https://www.nettivene.com/en/purjevene/h/822263;4000
