Fin Albin Nova 1982 med nyere motor;https://www.blocket.se/annons/goteborg/fin_albin_nova_1982_med_nyere_motor/91867523;190000
Maxi 77 med ny motor och båtplats;https://www.blocket.se/annons/goteborg/maxi_77_med_ny_motor_och_batplats/91867339;29000
Northwind47;https://www.blocket.se/annons/blekinge/northwind47/91504403;1400000
X-35;https://www.blocket.se/annons/skane/x_35/91867542;870000
Albin Accent 1976;https://www.blocket.se/annons/goteborg/albin_accent_1976/91504780;40000
Underbar segelbåt;https://www.blocket.se/annons/stockholm/underbar_segelbat/91866947;875000
Segelbåt Danboat 23 Yamaha 8hk;https://www.blocket.se/annons/kalmar/segelbat_danboat_23_yamaha_8hk/91866317;17000
If;https://www.blocket.se/annons/blekinge/if/91866032;100
Segelbåt av mahogny;https://www.blocket.se/annons/vastmanland/segelbat_av_mahogny/91865815;2000
Tore Holms kustkryssare;https://www.blocket.se/annons/stockholm/tore_holms_kustkryssare/91865812;12345678
Cenit 37;https://www.blocket.se/annons/kalmar/cenit_37/91864219;750000
Hallberg Rassy Rasmus 35 med ny motor;https://www.blocket.se/annons/skane/hallberg_rassy_rasmus_35_med_ny_motor/90947163;450000
"SWAN 42 ""Engla"" En välvårdad skönhet";https://www.blocket.se/annons/stockholm/swan_42__engla__en_valvardad_skonhet/91864235;900000
Segelbåt;https://www.blocket.se/annons/halland/segelbat/90103491;250000
Tur 97;https://www.blocket.se/annons/goteborg/tur_97/91863384;125000
W30 Nautic 1981;https://www.blocket.se/annons/ostergotland/w30_nautic_1981/91740182;55000
Maxi 909 OC i mycket fint skick;https://www.blocket.se/annons/goteborg/maxi_909_oc_i_mycket_fint_skick/91853786;255000
Malö 40H med för och akterkabin 6 sovplatser;https://www.blocket.se/annons/alvsborg/malo_40h_med_for_och_akterkabin_6_sovplatser/90676183;295000
Soling;https://www.blocket.se/annons/stockholm/soling/91860430;15000
Fin Maxi 77 med ny motor;https://www.blocket.se/annons/stockholm/fin_maxi_77_med_ny_motor/91860361;30000
Fin Triss Magnum;https://www.blocket.se/annons/vasternorrland/fin_triss_magnum/91860258;14000
Hobie 17;https://www.blocket.se/annons/stockholm/hobie_17/91513304;19900
Segelbåt Katamaran;https://www.blocket.se/annons/blekinge/segelbat_katamaran/91721069;110000
Maxi Fenix dinette;https://www.blocket.se/annons/goteborg/maxi_fenix_dinette/91859791;100000
J105, fin båt för kappsegling och nöje;https://www.blocket.se/annons/stockholm/j105__fin_bat_for_kappsegling_och_noje/91859229;645000
Scampi 30;https://www.blocket.se/annons/skaraborg/scampi_30/90998421;62000
Albin Nova -82;https://www.blocket.se/annons/alvsborg/albin_nova__82/91217078;170000
Bandholm 24;https://www.blocket.se/annons/goteborg/bandholm_24/91426262;50000
Maxi 77;https://www.blocket.se/annons/ostergotland/maxi_77/91859093;10000
Albin Vega;https://www.blocket.se/annons/stockholm/albin_vega/91736267;48000
Bavaria 32 Cruiser, uttagen 2010 sjösatt 2011;https://www.blocket.se/annons/ostergotland/bavaria_32_cruiser__uttagen_2010_sjosatt_2011/91858518;680000
X-Yachts X-37-2007;https://www.blocket.se/annons/stockholm/x_yachts_x_37_2007/91857647;1544000
Wing 720;https://www.blocket.se/annons/gotland/wing_720/91857684;15000
Helmsman 26;https://www.blocket.se/annons/gavleborg/helmsman_26/91404842;50000
Bavaria 30cruiser;https://www.blocket.se/annons/goteborg/bavaria_30cruiser/91856807;395000
Beneteau First 40.7;https://www.blocket.se/annons/stockholm/beneteau_first_40_7/89520940;700000
Segla, ro eller puttra i Waller-Bay jolle 5hk;https://www.blocket.se/annons/goteborg/segla__ro_eller_puttra_i_waller_bay_jolle_5hk/91856607;10000
0mega 42;https://www.blocket.se/annons/uppsala/0mega_42/91102992;480000
Segelbåt RW36 Svenskbyggd;https://www.blocket.se/annons/stockholm/segelbat_rw36_svenskbyggd/91609584;290000
Askeladden 16 kombi segeleka;https://www.blocket.se/annons/skane/askeladden_16_kombi_segeleka/91855422;25000
Höst-Pris Maxi 77 Nr3643 -83;https://www.blocket.se/annons/goteborg/host_pris_maxi_77_nr3643__83/91854713;21000
Shipman 28, nr 4443;https://www.blocket.se/annons/stockholm/shipman_28__nr_4443/91854398;12000
Rymlig och trygg familjebåt;https://www.blocket.se/annons/uppsala/rymlig_och_trygg_familjebat/91257222;79000
Afrodite 25 med 13 hk dieselmotor;https://www.blocket.se/annons/stockholm/afrodite_25_med_13_hk_dieselmotor/91136250;85000
Beason 31;https://www.blocket.se/annons/goteborg/beason_31/91101182;129000
Albin Scampi 30 -78 -Mycket bra skick;https://www.blocket.se/annons/stockholm/albin_scampi_30__78__mycket_bra_skick/91852828;120000
Shipman 28 med renoverad motor;https://www.blocket.se/annons/kalmar/shipman_28_med_renoverad_motor/91851854;49000
Havseglare;https://www.blocket.se/annons/goteborg/havseglare/91723386;1090000
Sveakryssare, SWE 3328;https://www.blocket.se/annons/kalmar/sveakryssare__swe_3328/90329625;95000
Gambler 38 - 1989;https://www.blocket.se/annons/stockholm/gambler_38___1989/91431473;550000
Nauticat 42 Sloop,;https://www.blocket.se/annons/skane/nauticat_42_sloop_/91251082;1900000
StorTriss;https://www.blocket.se/annons/vastmanland/stortriss/91848277;1000
Arcona 430 2011;https://www.blocket.se/annons/stockholm/arcona_430_2011/91647664;3295000
24-Fot segelbåt till salu;https://www.blocket.se/annons/stockholm/24_fot_segelbat_till_salu/91847803;18000
Hanse 325 -12;https://www.blocket.se/annons/ostergotland/hanse_325__12/91313634;675000
Extremt välutrustad Hanse 430 4cab;https://www.blocket.se/annons/skaraborg/extremt_valutrustad_hanse_430_4cab/91848068;1595000
Albin 82;https://www.blocket.se/annons/skane/albin_82/91487497;169000
Trio 92;https://www.blocket.se/annons/stockholm/trio_92/90788656;185000
Maxi 95 -75;https://www.blocket.se/annons/kalmar/maxi_95__75/91848406;139000
Sveriges vackraste lilla skepp;https://www.blocket.se/annons/skane/sveriges_vackraste_lilla_skepp/91624516;325000
Fabola Campus 600;https://www.blocket.se/annons/stockholm/fabola_campus_600/91848054;30000
Vacker träbåt till sensommarpris;https://www.blocket.se/annons/goteborg/vacker_trabat_till_sensommarpris/91847707;33000
BAVARIA 46, OWNERS VERSION 2006 - 1 ägare;https://www.blocket.se/annons/goteborg/bavaria_46__owners_version_2006___1_agare/91848728;1000000
